"","GroundDiv","IndCom","Index","Time","rho","p","up","low"
"1","Hill_0","BIO_winter","BIO","winter",0.333333333333333,0.4454,0.925925925925926,-0.620253164556962
"2","Hill_0","ACI_winter","ACI","winter",0.261904761904762,0.5356,0.90625,-0.743589743589744
"3","Hill_0","NDSI_winter","NDSI","winter",0.0238095238095238,0.9894,0.756756756756757,-0.783783783783784
"4","Hill_0","ADI_winter","ADI","winter",-0.0952380952380952,0.8228,0.79746835443038,-0.851851851851852
"5","Hill_0","AEI_winter","AEI","winter",0.0952380952380952,0.846,0.848101265822785,-0.746835443037975
"6","Hill_0","H_winter","H","winter",-0.238095238095238,0.6116,0.654320987654321,-0.925925925925926
"7","Hill_0","M_winter","M","winter",0.142857142857143,0.7608,1,-0.777777777777778
"8","Hill_0","PCAI_winter","PCAI","winter",0.0952380952380952,0.824,0.851851851851852,-0.79746835443038
"9","Hill_0","BIO_spring","BIO","spring",0.857142857142857,0.0112,1,0.28
"10","Hill_0","ACI_spring","ACI","spring",-0.0714285714285714,0.8646,0.918918918918919,-1
"11","Hill_0","NDSI_spring","NDSI","spring",-0.142857142857143,0.7116,0.643835616438356,-0.917808219178082
"12","Hill_0","ADI_spring","ADI","spring",-0.238095238095238,0.616,0.648648648648649,-0.924050632911392
"13","Hill_0","AEI_spring","AEI","spring",0.523809523809524,0.1908,1,-0.263157894736842
"14","Hill_0","H_spring","H","spring",-0.523809523809524,0.2012,0.28125,-1
"15","Hill_0","M_spring","M","spring",0.428571428571429,0.3646,1,-0.670886075949367
"16","Hill_0","PCAI_spring","PCAI","spring",0.380952380952381,0.3746,0.959183673469388,-0.6
"17","Hill_0","BIO_summer","BIO","summer",0.0476190476190476,0.9356,0.923076923076923,-0.777777777777778
"18","Hill_0","ACI_summer","ACI","summer",-0.428571428571429,0.3326,0.615384615384616,-0.972602739726027
"19","Hill_0","NDSI_summer","NDSI","summer",0.119047619047619,0.7898,0.641025641025641,-1
"20","Hill_0","ADI_summer","ADI","summer",-0.428571428571429,0.327,0.538461538461539,-1
"21","Hill_0","AEI_summer","AEI","summer",0.523809523809524,0.207,1,-0.341772151898734
"22","Hill_0","H_summer","H","summer",-0.5,0.2306,0.384615384615385,-0.973684210526316
"23","Hill_0","M_summer","M","summer",0.738095238095238,0.0708,1,-0.263157894736842
"24","Hill_0","PCAI_summer","PCAI","summer",0.380952380952381,0.3508,0.924050632911392,-0.538461538461539
"25","Hill_0","BIO_morning","BIO","morning",0.166666666666667,0.688,0.851851851851852,-0.620253164556962
"26","Hill_0","ACI_morning","ACI","morning",-0.404761904761905,0.3416,0.578947368421053,-1
"27","Hill_0","NDSI_morning","NDSI","morning",-0.261904761904762,0.5412,0.580246913580247,-1
"28","Hill_0","ADI_morning","ADI","morning",-0.428571428571429,0.3052,0.578947368421053,-0.924050632911392
"29","Hill_0","AEI_morning","AEI","morning",0.547619047619048,0.2252,0.972602739726027,-0.282051282051282
"30","Hill_0","H_morning","H","morning",-0.595238095238095,0.18,0.265822784810127,-0.974683544303797
"31","Hill_0","M_morning","M","morning",0.214285714285714,0.634,0.925925925925926,-0.835616438356164
"32","Hill_0","PCAI_morning","PCAI","morning",0.476190476190476,0.2746,0.972602739726027,-0.4
"33","Hill_0","BIO_evening","BIO","evening",0.404761904761905,0.35,0.89873417721519,-0.605263157894737
"34","Hill_0","ACI_evening","ACI","evening",0.0714285714285714,0.8404,0.8,-0.924050632911392
"35","Hill_0","NDSI_evening","NDSI","evening",-0.119047619047619,0.7728,0.777777777777778,-0.842105263157895
"36","Hill_0","ADI_evening","ADI","evening",-0.19047619047619,0.6142,0.62962962962963,-0.851851851851852
"37","Hill_0","AEI_evening","AEI","evening",0.285714285714286,0.4564,0.918918918918919,-0.578947368421053
"38","Hill_0","H_evening","H","evening",-0.428571428571429,0.3166,0.459459459459459,-0.925925925925926
"39","Hill_0","M_evening","M","evening",0.452380952380952,0.3168,1,-0.538461538461539
"40","Hill_0","PCAI_evening","PCAI","evening",0.380952380952381,0.364,0.972602739726027,-0.555555555555556
"41","Hill_0","BIO_all","BIO","all",0.30952380952381,0.4866,0.972972972972973,-0.746835443037975
"42","Hill_0","ACI_all","ACI","all",-0.119047619047619,0.7576,0.842105263157895,-1
"43","Hill_0","NDSI_all","NDSI","all",-0.142857142857143,0.7038,0.654320987654321,-0.851851851851852
"44","Hill_0","ADI_all","ADI","all",-0.380952380952381,0.3602,0.555555555555556,-0.972972972972973
"45","Hill_0","AEI_all","AEI","all",0.380952380952381,0.3796,0.925925925925926,-0.594936708860759
"46","Hill_0","H_all","H","all",-0.380952380952381,0.3764,0.555555555555556,-0.925925925925926
"47","Hill_0","M_all","M","all",0.476190476190476,0.3012,1,-0.538461538461539
"48","Hill_0","PCAI_all","PCAI","all",0.380952380952381,0.362,0.924050632911392,-0.555555555555556
"49","Hill_1","BIO_winter","BIO","winter",0.571428571428572,0.1264,0.974683544303797,-0.232876712328767
"50","Hill_1","ACI_winter","ACI","winter",0.0476190476190476,0.9104,0.923076923076923,-0.780821917808219
"51","Hill_1","NDSI_winter","NDSI","winter",0.285714285714286,0.4848,0.917808219178082,-0.605263157894737
"52","Hill_1","ADI_winter","ADI","winter",0.0238095238095238,0.9624,0.828571428571429,-0.835616438356164
"53","Hill_1","AEI_winter","AEI","winter",-0.0238095238095238,0.9634,0.835616438356164,-0.846153846153846
"54","Hill_1","H_winter","H","winter",-0.0238095238095238,0.9532,0.853658536585366,-0.842105263157895
"55","Hill_1","M_winter","M","winter",0,0.9992,0.777777777777778,-1
"56","Hill_1","PCAI_winter","PCAI","winter",-0.0238095238095238,0.964,0.810810810810811,-0.842105263157895
"57","Hill_1","BIO_spring","BIO","spring",0.833333333333333,0.0252,1,0.289473684210526
"58","Hill_1","ACI_spring","ACI","spring",-0.30952380952381,0.4838,0.604938271604938,-1
